timestamp,ox,oy,oz,r1x,r1y,r1z,r2x,r2y,r2z
10016.649978,44.582923,11.587197,1.043336,2284.936469,223.041209,-790.711842,2272.960648,-173.324785,-781.648242
10016.649978,44.582923,11.587197,1.043336,2285.974397,73.905332,-729.350811,2271.233379,442.075515,-735.791954
10016.649978,44.582923,11.587197,1.043336,2280.693487,282.399952,-641.911007,2270.093483,-178.878431,-630.721164
10016.649978,44.582923,11.587197,1.043336,2269.428584,-179.413845,-615.370100,2282.707190,208.178324,-623.353670
10016.649978,44.582923,11.587197,1.043336,2269.638816,267.464036,-454.459350,2258.576229,-176.292215,-449.179342
10016.649978,44.582923,11.587197,1.043336,2255.174184,-152.246516,-394.037032,2266.700417,205.307416,-402.732238
10016.649978,44.582923,11.587197,1.043336,2200.625163,417.579880,-63.321730,2200.610157,-173.546931,-63.404082
10016.649978,44.582923,11.587197,1.043336,2193.714916,430.054783,-36.820121,2194.335776,-165.659293,-31.098769
10016.649978,44.582923,11.587197,1.043336,2188.263546,-106.586064,16.256842,2186.471706,403.099238,5.957083
10016.649978,44.582923,11.587197,1.043336,2266.489532,-177.208076,-554.241184,2279.452091,205.897891,-557.098437
10016.649978,44.582923,11.587197,1.043336,2214.311420,813.309961,-735.326135,2077.196687,1284.008905,-688.113776
10016.649978,44.582923,11.587197,1.043336,2075.838329,1289.884886,-726.080030,2216.891198,801.698820,-775.458804
10016.649978,44.582923,11.587197,1.043336,2128.992238,787.346139,5.796735,1998.487819,1242.294277,-0.003154
10016.649978,44.582923,11.587197,1.043336,2008.070919,1243.094871,-40.656397,2141.671023,775.066807,-37.698898
10016.649978,44.582923,11.587197,1.043336,2048.792101,1141.483232,-62.667297,2145.066390,784.351845,-61.809381
10016.649978,44.582923,11.587197,1.043336,2209.745526,817.380182,-606.859790,2070.130406,1288.748591,-571.976195
10016.649978,44.582923,11.587197,1.043336,2060.843977,1279.558711,-425.540621,2200.088091,807.623687,-444.864017
10016.649978,44.582923,11.587197,1.043336,2200.040882,802.906940,-434.271656,2059.352684,1279.111034,-410.777623
10016.649978,44.582923,11.587197,1.043336,2070.873147,1289.275740,-587.271867,2199.560134,866.158852,-620.223793
10016.683350,44.621473,11.597874,1.049223,2281.192639,290.861482,-646.358985,2275.806602,-157.178815,-640.640771
10016.683350,44.621473,11.597874,1.049223,2273.433099,-179.084182,-626.265116,2276.164508,359.716817,-634.756489
10016.683350,44.621473,11.597874,1.049223,2270.798051,447.317630,-787.545827,2286.191682,-14.361021,-798.530572
10016.683350,44.621473,11.597874,1.049223,2270.210493,-181.039803,-565.085407,2277.511940,292.697263,-569.676090
10016.683350,44.621473,11.597874,1.049223,2256.049883,-185.952371,-400.645525,2267.327245,240.389399,-412.509529
10016.683350,44.621473,11.597874,1.049223,2269.917885,289.446599,-464.014938,2262.314324,-175.828817,-454.432628
10016.683350,44.621473,11.597874,1.049223,2216.606423,-180.002511,-132.786789,2226.227173,189.697689,-124.138943
10016.683350,44.621473,11.597874,1.049223,2198.144230,53.118339,10.420112,2182.385594,433.482857,6.053925
10016.683350,44.621473,11.597874,1.049223,2198.236801,439.386303,-67.264172,2210.575987,-70.002913,-64.114434
10016.683350,44.621473,11.597874,1.049223,2193.710195,434.540280,-44.017364,2197.464079,-169.306322,-35.541266
10016.683350,44.621473,11.597874,1.049223,2267.239576,-98.852958,-446.348375,2257.298255,431.879815,-447.982885
10016.683350,44.621473,11.597874,1.049223,2068.739830,1294.091724,-734.281510,2214.181603,804.100000,-783.962558
10016.683350,44.621473,11.597874,1.049223,2042.516658,1147.315026,-69.356676,2142.433988,787.662094,-68.305254
10016.683350,44.621473,11.597874,1.049223,2001.049758,1248.240918,-47.168605,2136.474201,787.066234,-40.837641
10016.683350,44.621473,11.597874,1.049223,2115.783153,834.250698,2.054267,1991.776732,1242.879016,-0.874110
10016.683350,44.621473,11.597874,1.049223,2210.581268,820.167122,-744.383747,2068.465372,1292.809934,-697.440661
10016.683350,44.621473,11.597874,1.049223,2195.097417,814.644587,-438.074734,2068.576466,1239.804326,-416.518075
10016.683350,44.621473,11.597874,1.049223,2070.071610,1240.232669,-431.317941,2200.478770,797.674802,-455.210240
10016.683350,44.621473,11.597874,1.049223,2205.078372,828.919059,-616.180481,2062.999465,1293.310066,-579.710515
10016.683350,44.621473,11.597874,1.049223,2063.743458,1293.804387,-595.049714,2197.472482,864.260360,-627.263026
10016.683350,44.621473,11.597874,1.049223,2048.485932,1282.998322,-383.735962,2193.424913,804.863926,-402.155109
10016.716704,44.660142,11.609352,1.055615,2287.672465,170.806201,-803.249575,2279.476328,-177.435986,-802.913124
10016.716704,44.660142,11.609352,1.055615,2285.780835,-5.520491,-639.781439,2265.631205,447.120900,-639.666405
10016.716704,44.660142,11.609352,1.055615,2278.343798,317.959504,-656.640921,2278.506613,-164.184318,-649.901613
10016.716704,44.660142,11.609352,1.055615,2259.158554,-187.050997,-404.029611,2266.189724,247.607635,-416.047235
10016.716704,44.660142,11.609352,1.055615,2218.444400,-183.947403,-131.244536,2225.740124,190.030385,-127.000007
10016.716704,44.660142,11.609352,1.055615,2265.900789,330.777815,-469.500167,2270.736886,-104.163683,-464.817041
10016.716704,44.660142,11.609352,1.055615,2189.079686,-164.997668,11.849833,2184.103731,394.893110,1.421951
10016.716704,44.660142,11.609352,1.055615,2191.276412,430.285133,-46.511919,2200.091590,-172.728396,-38.495212
10016.716704,44.660142,11.609352,1.055615,2284.724336,-97.225292,-751.628083,2268.331849,445.707685,-754.348776
10016.716704,44.660142,11.609352,1.055615,2271.402175,-70.051803,-453.826698,2253.129231,451.474223,-457.846712
10016.716704,44.660142,11.609352,1.055615,2273.244778,-183.306344,-568.822471,2276.459401,290.031568,-573.098722
10016.716704,44.660142,11.609352,1.055615,2235.180364,-148.148178,-209.385194,2238.791532,182.734002,-197.080083
10016.716704,44.660142,11.609352,1.055615,2195.792932,435.015784,-69.771645,2212.534985,-69.205982,-66.904510
10016.716704,44.660142,11.609352,1.055615,2119.171272,789.089989,1.167960,1980.819758,1242.307864,-4.550748
10016.716704,44.660142,11.609352,1.055615,1990.154662,1247.447860,-50.840385,2133.200135,776.878106,-46.986181
10016.716704,44.660142,11.609352,1.055615,2188.701654,815.100835,-441.747442,2040.940694,1285.393790,-427.799451
10016.716704,44.660142,11.609352,1.055615,2203.734463,822.670707,-754.313614,2057.366699,1291.911401,-702.245076
10016.716704,44.660142,11.609352,1.055615,2057.742070,1292.859538,-739.088204,2207.495390,806.343996,-793.966294
10016.716704,44.660142,11.609352,1.055615,2031.478483,1147.281136,-68.439914,2135.644951,790.337792,-71.765845
10016.716704,44.660142,11.609352,1.055615,2198.116742,832.446913,-625.855676,2049.890920,1297.770678,-585.721485
10016.716704,44.660142,11.609352,1.055615,2036.599664,1284.540524,-388.518643,2186.128078,809.978583,-406.480273
10016.716704,44.660142,11.609352,1.055615,2060.209664,1237.474901,-434.960196,2193.344706,802.471300,-459.566608
10016.716704,44.660142,11.609352,1.055615,2050.669070,1298.140680,-601.065544,2191.209202,863.116924,-636.229442
10016.750079,44.699171,11.620707,1.060322,2284.331105,238.320858,-815.953411,2281.996475,-187.426114,-808.641636
10016.750079,44.699171,11.620707,1.060322,2285.555685,-132.364214,-763.353490,2265.498306,448.391722,-759.777676
10016.750079,44.699171,11.620707,1.060322,2286.076041,-65.574105,-645.862048,2263.432459,446.560894,-649.736588
10016.750079,44.699171,11.620707,1.060322,2264.840014,327.459004,-473.876740,2268.805407,-188.586428,-472.956671
10016.750079,44.699171,11.620707,1.060322,2262.117293,-193.854297,-408.779653,2265.787166,244.840272,-420.384491
10016.750079,44.699171,11.620707,1.060322,2234.870460,-192.421864,-210.775121,2239.504467,164.194540,-200.744228
10016.750079,44.699171,11.620707,1.060322,2241.275852,181.608577,-215.327260,2237.005590,-183.707837,-219.815233
10016.750079,44.699171,11.620707,1.060322,2194.090711,429.434334,-73.360012,2210.089476,-159.977001,-69.292238
10016.750079,44.699171,11.620707,1.060322,2187.678428,433.388065,-46.130405,2203.112042,-177.502902,-42.554576
10016.750079,44.699171,11.620707,1.060322,2195.114628,-105.161819,10.342732,2181.417167,402.671679,-2.987323
10016.750079,44.699171,11.620707,1.060322,2267.431038,-188.815080,-458.020092,2262.785181,335.849835,-459.401555
10016.750079,44.699171,11.620707,1.060322,2267.282871,236.376302,-429.954149,2268.818363,-150.343383,-446.242967
10016.750079,44.699171,11.620707,1.060322,2281.427293,204.435997,-589.782542,2277.208759,-190.977593,-594.347232
10016.750079,44.699171,11.620707,1.060322,2276.350729,-191.221983,-579.035770,2274.495921,303.262262,-578.505097
10016.750079,44.699171,11.620707,1.060322,2284.500887,205.604845,-661.911642,2279.967593,-189.979514,-656.081910
10016.750079,44.699171,11.620707,1.060322,2221.521804,-189.158523,-135.466843,2226.246460,176.144042,-130.648961
10016.750079,44.699171,11.620707,1.060322,2198.379067,819.371793,-759.301669,2046.922354,1289.823992,-702.830048
10016.750079,44.699171,11.620707,1.060322,2047.483909,1290.528321,-744.914136,2201.349168,807.014417,-794.374559
10016.750079,44.699171,11.620707,1.060322,2182.959910,814.340742,-446.496608,2046.559794,1242.151936,-427.059830
10016.750079,44.699171,11.620707,1.060322,2022.460763,1146.287017,-73.096240,2132.325221,778.844551,-74.390072
10016.750079,44.699171,11.620707,1.060322,1977.792305,1249.931594,-52.020744,2124.526275,787.139917,-48.150913
10016.750079,44.699171,11.620707,1.060322,2114.882554,782.232674,-2.054206,1969.847942,1240.673185,-4.706561
10016.750079,44.699171,11.620707,1.060322,2191.252137,834.441807,-626.312452,2061.573017,1240.370931,-591.454641
10016.750079,44.699171,11.620707,1.060322,2062.378253,1240.616930,-606.804433,2185.362375,860.597914,-641.113651
10016.750079,44.699171,11.620707,1.060322,2047.604434,1242.300457,-436.924330,2187.732326,801.657890,-464.326522
10016.750079,44.699171,11.620707,1.060322,2025.014617,1284.900529,-389.424474,2181.340810,805.160084,-410.524463
10016.783442,44.737307,11.632345,1.062305,2289.696289,137.729015,-818.254315,2284.688298,-193.298200,-814.789207
10016.783442,44.737307,11.632345,1.062305,2291.638675,63.946288,-759.085005,2264.666588,446.565901,-758.736441
10016.783442,44.737307,11.632345,1.062305,2289.727888,6.827094,-654.657261,2262.415775,445.262170,-648.641438
10016.783442,44.737307,11.632345,1.062305,2282.543418,195.259047,-594.038063,2279.864210,-200.137216,-600.201115
10016.783442,44.737307,11.632345,1.062305,2267.679188,297.113699,-481.409100,2271.109413,-197.328250,-473.523681
10016.783442,44.737307,11.632345,1.062305,2264.666849,-206.615993,-414.466903,2266.469794,240.555973,-424.357046
10016.783442,44.737307,11.632345,1.062305,2241.111119,186.524353,-214.616710,2238.858692,-195.982070,-220.331083
10016.783442,44.737307,11.632345,1.062305,2224.229220,-201.202873,-140.599248,2226.201614,176.945171,-129.814140
10016.783442,44.737307,11.632345,1.062305,2190.461205,399.552120,-47.102722,2204.799753,-189.434371,-42.904184
10016.783442,44.737307,11.632345,1.062305,2191.702931,434.239918,-72.434815,2218.369042,34.431126,-73.189629
10016.783442,44.737307,11.632345,1.062305,2254.477029,153.012269,-290.361491,2250.746011,-195.094138,-296.789064
10016.783442,44.737307,11.632345,1.062305,2285.380813,200.412439,-666.413347,2283.178500,-194.988765,-672.228357
10016.783442,44.737307,11.632345,1.062305,2238.062222,-196.037012,-215.591514,2238.897930,182.059616,-200.315129
10016.783442,44.737307,11.632345,1.062305,2279.021499,-200.318064,-584.853609,2281.304682,208.039756,-584.163213
10016.783442,44.737307,11.632345,1.062305,2275.658926,-89.986396,-463.739153,2251.251048,438.804808,-465.285012
10016.783442,44.737307,11.632345,1.062305,2259.537139,-198.598603,-364.910729,2263.270385,145.146502,-353.206424
10016.783442,44.737307,11.632345,1.062305,2197.565701,-116.923872,5.802265,2182.612560,373.212981,0.103256
10016.783442,44.737307,11.632345,1.062305,2096.103991,837.607510,0.437238,1959.757696,1246.264071,-4.270359
10016.783442,44.737307,11.632345,1.062305,1972.297354,1242.468000,-48.372945,2123.037811,777.976760,-49.717444
10016.783442,44.737307,11.632345,1.062305,2014.667536,1148.103053,-71.665387,2126.274370,786.855368,-73.868107
10016.783442,44.737307,11.632345,1.062305,2021.167987,1289.997996,-437.916627,2180.250226,817.203317,-465.189734
10016.783442,44.737307,11.632345,1.062305,2181.305988,808.469819,-453.869018,2025.053578,1276.937094,-424.576411
10016.783442,44.737307,11.632345,1.062305,2194.460662,820.721281,-763.427618,2038.389911,1293.168796,-707.352491
10016.783442,44.737307,11.632345,1.062305,2042.523055,1285.035345,-746.994286,2198.543255,803.992179,-803.197778
10016.783442,44.737307,11.632345,1.062305,2186.063487,840.655698,-630.985401,2031.923099,1296.080445,-589.646946
10016.783442,44.737307,11.632345,1.062305,2017.170531,1285.109394,-387.671332,2177.246397,808.006334,-414.265017
10016.783442,44.737307,11.632345,1.062305,2036.213898,1287.629396,-602.569476,2181.073576,862.324216,-645.040088
10016.816806,44.777598,11.643725,1.060938,2284.143857,-206.407864,-653.801852,2289.794849,116.115612,-660.072777
10016.816806,44.777598,11.643725,1.060938,2264.849204,444.267347,-816.582315,2291.860784,109.230105,-818.564547
10016.816806,44.777598,11.643725,1.060938,2283.545129,197.086060,-599.298999,2281.816106,-206.979925,-602.222241
10016.816806,44.777598,11.643725,1.060938,2270.041136,277.421711,-485.228105,2273.215256,-208.356421,-480.640579
10016.816806,44.777598,11.643725,1.060938,2272.110275,-204.230571,-465.390466,2271.513419,238.571128,-468.831920
10016.816806,44.777598,11.643725,1.060938,2268.167068,238.168663,-433.984676,2271.165061,-204.345548,-455.426131
10016.816806,44.777598,11.643725,1.060938,2260.909525,-213.978297,-367.177432,2263.597011,142.640605,-348.383235
10016.816806,44.777598,11.643725,1.060938,2255.163495,154.841328,-290.398998,2252.354489,-206.189528,-298.699406
10016.816806,44.777598,11.643725,1.060938,2252.356549,-180.515707,-287.594914,2253.394743,146.072555,-275.858329
10016.816806,44.777598,11.643725,1.060938,2239.082653,-202.931990,-212.438707,2241.925118,145.205064,-204.336683
10016.816806,44.777598,11.643725,1.060938,2225.131544,-208.157283,-137.481677,2226.213437,187.255114,-129.852797
10016.816806,44.777598,11.643725,1.060938,2186.857772,426.755138,-47.967386,2206.300112,-200.722212,-44.564623
10016.816806,44.777598,11.643725,1.060938,2200.389917,-72.360084,6.618189,2179.284073,400.389215,-0.678805
10016.816806,44.777598,11.643725,1.060938,2269.373615,-183.199514,-424.396230,2267.148816,238.053599,-424.073878
10016.816806,44.777598,11.643725,1.060938,2280.699580,-211.449982,-587.129196,2280.635337,235.650291,-590.105949
10016.816806,44.777598,11.643725,1.060938,2243.362890,149.618569,-213.865676,2240.685558,-202.816238,-221.920963
10016.816806,44.777598,11.643725,1.060938,2192.348628,431.401145,-75.839850,2219.139626,-62.717327,-75.404390
10016.816806,44.777598,11.643725,1.060938,2107.031123,786.606924,1.005214,1956.479137,1245.285090,-5.482562
10016.816806,44.777598,11.643725,1.060938,1965.978941,1250.163548,-51.730847,2120.588247,778.653253,-47.820599
10016.816806,44.777598,11.643725,1.060938,2011.754945,1147.636074,-73.246718,2124.815152,787.595718,-76.545220
10016.816806,44.777598,11.643725,1.060938,2017.896736,1289.162836,-439.367930,2179.679700,813.761569,-467.573861
10016.816806,44.777598,11.643725,1.060938,2193.917291,817.080386,-766.195661,2035.241938,1292.200655,-709.068980
10016.816806,44.777598,11.643725,1.060938,2037.600113,1288.304009,-744.714847,2196.980328,804.645608,-806.802061
10016.816806,44.777598,11.643725,1.060938,2183.293887,845.673272,-634.919220,2028.706313,1295.181472,-591.227814
10016.816806,44.777598,11.643725,1.060938,2179.267994,809.292342,-451.964192,2030.559095,1254.737248,-425.352425
10016.816806,44.777598,11.643725,1.060938,2017.796932,1275.756491,-391.706753,2175.693532,808.889608,-417.284151
10016.816806,44.777598,11.643725,1.060938,2031.303513,1291.057380,-605.384150,2174.604397,880.103541,-646.022663
10016.850174,44.818328,11.655427,1.057070,2265.242734,443.603738,-822.274784,2293.018315,104.458563,-825.726209
10016.850174,44.818328,11.655427,1.057070,2294.410826,56.588402,-772.455286,2266.096868,438.709655,-768.402965
10016.850174,44.818328,11.655427,1.057070,2269.313525,293.705246,-486.607103,2276.196175,-187.740683,-482.041267
10016.850174,44.818328,11.655427,1.057070,2273.376649,-213.731879,-468.709865,2268.351651,289.218818,-471.411150
10016.850174,44.818328,11.655427,1.057070,2268.656999,-218.609525,-424.271407,2268.719276,232.865087,-429.761976
10016.850174,44.818328,11.655427,1.057070,2226.011965,-209.667473,-135.273848,2227.894926,168.634373,-130.451392
10016.850174,44.818328,11.655427,1.057070,2205.199222,318.103355,-74.306826,2214.342012,-176.218890,-68.377903
10016.850174,44.818328,11.655427,1.057070,2188.050870,416.401256,-47.284877,2207.464436,-193.826773,-41.828464
10016.850174,44.818328,11.655427,1.057070,2285.541078,-215.643708,-662.568455,2281.033469,283.013027,-664.988930
10016.850174,44.818328,11.655427,1.057070,2287.359293,201.581019,-678.233817,2287.371724,-193.958321,-676.726774
10016.850174,44.818328,11.655427,1.057070,2244.463653,144.061491,-214.882701,2241.992104,-212.694550,-224.973937
10016.850174,44.818328,11.655427,1.057070,2263.644097,-219.191447,-379.948929,2264.562463,141.609302,-349.562895
10016.850174,44.818328,11.655427,1.057070,2241.529546,-191.328586,-214.147023,2240.427654,178.233166,-201.050355
10016.850174,44.818328,11.655427,1.057070,2284.703119,196.418218,-605.606176,2283.042549,-216.326406,-605.728206
10016.850174,44.818328,11.655427,1.057070,2269.226322,232.929352,-434.723425,2277.089609,-110.670476,-452.918264
10016.850174,44.818328,11.655427,1.057070,2201.204157,76.357469,7.856662,2175.490401,424.235478,2.355070
10016.850174,44.818328,11.655427,1.057070,2015.596440,1290.800121,-441.928500,2178.706097,816.568791,-471.733245
10016.850174,44.818328,11.655427,1.057070,2009.039074,1148.931880,-71.202836,2125.135874,781.118505,-74.411626
10016.850174,44.818328,11.655427,1.057070,2183.170461,844.320955,-638.550760,2026.294626,1296.990607,-593.991330
10016.850174,44.818328,11.655427,1.057070,2192.650744,820.174535,-770.869681,2032.758518,1294.129787,-712.027120
10016.850174,44.818328,11.655427,1.057070,2035.100933,1290.272118,-747.744516,2195.758828,807.726826,-806.223360
10016.850174,44.818328,11.655427,1.057070,2178.321834,812.086907,-456.112511,2029.986215,1252.170746,-426.908898
10016.850174,44.818328,11.655427,1.057070,2009.962935,1290.153041,-392.728084,2175.257957,807.282561,-415.790715
10016.850174,44.818328,11.655427,1.057070,1962.949405,1251.119342,-49.361976,2119.968273,776.418166,-46.305605
10016.850174,44.818328,11.655427,1.057070,2095.640208,827.079865,1.011475,1953.430839,1246.143672,-3.118361
10016.850174,44.818328,11.655427,1.057070,2025.125740,1301.399998,-605.419932,2173.270456,882.985645,-650.268534
10016.883547,44.858171,11.669131,1.051257,2295.239401,50.290239,-775.970937,2266.102291,440.884326,-770.607604
10016.883547,44.858171,11.669131,1.051257,2266.945229,432.965571,-823.599836,2294.260721,-77.928628,-838.972087
10016.883547,44.858171,11.669131,1.051257,2279.038046,284.363602,-610.567448,2283.269251,-227.260136,-605.585984
10016.883547,44.858171,11.669131,1.051257,2274.134068,239.724336,-487.268534,2274.639043,-228.960911,-483.843681
10016.883547,44.858171,11.669131,1.051257,2280.612436,-91.354567,-475.637578,2252.821011,432.562033,-470.934420
10016.883547,44.858171,11.669131,1.051257,2270.061958,-208.323877,-422.571074,2268.755850,234.563801,-427.299613
10016.883547,44.858171,11.669131,1.051257,2227.596912,-208.448092,-138.825969,2227.567594,174.080622,-128.265644
10016.883547,44.858171,11.669131,1.051257,2186.852126,421.571338,-44.618801,2209.640395,-179.901051,-44.473484
10016.883547,44.858171,11.669131,1.051257,2288.848542,186.554120,-680.799201,2286.485276,-226.221875,-683.279630
10016.883547,44.858171,11.669131,1.051257,2242.803514,179.753764,-212.996451,2243.413748,-198.470276,-223.009843
10016.883547,44.858171,11.669131,1.051257,2242.628485,-181.420441,-212.437748,2241.183823,179.601810,-203.514779
10016.883547,44.858171,11.669131,1.051257,2192.367743,426.332732,-72.461161,2220.113359,-37.478064,-70.195946
10016.883547,44.858171,11.669131,1.051257,2202.167147,25.654077,9.102657,2175.249160,420.705001,5.544892
10016.883547,44.858171,11.669131,1.051257,2181.432987,850.268113,-640.103322,2058.764934,1217.041144,-602.837222
10016.883547,44.858171,11.669131,1.051257,2059.565100,1217.250578,-618.260298,2172.573071,884.618951,-651.017929
10016.883547,44.858171,11.669131,1.051257,2193.107684,817.752382,-771.228650,2029.689008,1299.509894,-712.740540
10016.883547,44.858171,11.669131,1.051257,2032.072403,1295.773140,-753.803713,2196.160396,805.427068,-812.036449
10016.883547,44.858171,11.669131,1.051257,2106.934463,780.500651,2.558992,1950.731551,1250.314025,-3.381008
10016.883547,44.858171,11.669131,1.051257,1960.222246,1255.387679,-49.644631,2119.600797,777.080980,-46.940080
10016.883547,44.858171,11.669131,1.051257,2012.634992,1295.776770,-442.416084,2178.164509,818.007382,-472.542201
10016.883547,44.858171,11.669131,1.051257,2008.024066,1149.146186,-70.770878,2121.848708,790.334654,-71.614829
10016.883547,44.858171,11.669131,1.051257,2178.819455,809.218309,-456.284754,2027.679750,1257.264847,-432.400761
10016.883547,44.858171,11.669131,1.051257,2012.054591,1282.208109,-389.824899,2174.746557,808.637805,-416.585353
10016.916908,44.900501,11.682538,1.043092,2267.090323,436.642325,-826.685264,2294.979355,-61.295475,-842.858418
10016.916908,44.900501,11.682538,1.043092,2289.042409,194.148960,-684.437045,2286.736819,-227.298806,-683.120275
10016.916908,44.900501,11.682538,1.043092,2295.001680,-83.680107,-784.772332,2267.443572,435.831237,-773.031130
10016.916908,44.900501,11.682538,1.043092,2268.648875,-235.930360,-424.288586,2269.991284,228.566917,-430.328627
10016.916908,44.900501,11.682538,1.043092,2186.158001,427.266937,-42.635113,2205.677209,-221.664237,-37.589287
10016.916908,44.900501,11.682538,1.043092,2192.720020,423.523007,-69.963354,2218.386446,-100.549234,-67.214570
10016.916908,44.900501,11.682538,1.043092,2282.142246,-45.636118,-477.909682,2253.854508,430.971844,-473.372642
10016.916908,44.900501,11.682538,1.043092,2273.667397,250.988226,-485.686517,2274.242436,-239.195140,-484.367355
10016.916908,44.900501,11.682538,1.043092,2226.917553,-223.959257,-139.519577,2227.579945,175.739034,-126.693699
10016.916908,44.900501,11.682538,1.043092,2284.680691,214.372620,-606.900891,2282.911118,-237.154153,-606.117332
10016.916908,44.900501,11.682538,1.043092,2262.998280,-236.800989,-375.063259,2266.016773,132.673426,-350.749275
10016.916908,44.900501,11.682538,1.043092,2257.916429,135.913346,-292.519664,2252.301329,-242.508177,-297.656961
10016.916908,44.900501,11.682538,1.043092,2244.549567,164.561764,-216.021588,2241.560661,-235.241058,-225.224291
10016.916908,44.900501,11.682538,1.043092,2254.719786,-186.694766,-288.809039,2255.789542,135.647876,-278.070521
10016.916908,44.900501,11.682538,1.043092,2242.698982,-183.819562,-212.113980,2241.906375,168.588934,-201.820645
10016.916908,44.900501,11.682538,1.043092,2201.317237,-50.530189,12.555075,2176.558451,409.084646,8.485941
10016.916908,44.900501,11.682538,1.043092,2194.165160,816.953543,-772.564351,2029.443323,1302.739457,-713.430251
10016.916908,44.900501,11.682538,1.043092,2031.782939,1299.116572,-754.551909,2197.171294,804.741746,-813.459661
10016.916908,44.900501,11.682538,1.043092,2105.576424,786.013424,5.174663,1948.489355,1255.742979,-0.001618
10016.916908,44.900501,11.682538,1.043092,1961.114742,1252.385016,-44.214566,2120.152308,774.160742,-43.204152
10016.916908,44.900501,11.682538,1.043092,2012.669744,1298.255780,-442.817636,2179.469126,816.380933,-473.589774
10016.916908,44.900501,11.682538,1.043092,2025.040679,1291.412124,-540.744498,2191.674077,805.645166,-598.468512
10016.916908,44.900501,11.682538,1.043092,2183.731164,844.816455,-640.509256,2058.682415,1219.987167,-603.613160
10016.916908,44.900501,11.682538,1.043092,2059.466551,1220.239320,-619.052799,2173.787332,883.479145,-651.989869
10016.916908,44.900501,11.682538,1.043092,2179.105202,811.835186,-457.972818,2027.208001,1259.638652,-427.947891
10016.916908,44.900501,11.682538,1.043092,2006.004377,1154.796287,-67.545901,2123.375089,783.195519,-67.258290
10016.916908,44.900501,11.682538,1.043092,2010.471379,1288.823866,-391.311048,2176.087109,806.855822,-417.616965
10016.950303,44.943765,11.696419,1.033450,2295.435636,81.516713,-841.934837,2286.557049,-245.511351,-838.007909
10016.950303,44.943765,11.696419,1.033450,2269.126009,433.362009,-828.265233,2295.326970,90.002755,-836.386534
10016.950303,44.943765,11.696419,1.033450,2296.561575,41.663269,-783.626908,2270.068188,427.991582,-774.289882
10016.950303,44.943765,11.696419,1.033450,2283.881441,244.330001,-609.829798,2284.612773,-215.768863,-608.582948
10016.950303,44.943765,11.696419,1.033450,2277.292781,-247.591331,-529.518146,2284.394675,96.081356,-507.473967
10016.950303,44.943765,11.696419,1.033450,2276.636639,233.239366,-492.597890,2273.516987,-248.571056,-484.227943
10016.950303,44.943765,11.696419,1.033450,2277.788295,-64.648772,-432.177274,2255.793259,386.255307,-422.710973
10016.950303,44.943765,11.696419,1.033450,2290.462182,185.698213,-681.763133,2285.896957,-240.040331,-683.284450
10016.950303,44.943765,11.696419,1.033450,2206.872929,300.801233,-66.109798,2210.872151,-232.336862,-64.882371
10016.950303,44.943765,11.696419,1.033450,2201.077249,28.136458,16.747717,2176.940352,410.497590,11.656057
10016.950303,44.943765,11.696419,1.033450,2281.698653,-63.776272,-472.025812,2255.667232,425.896456,-469.595598
10016.950303,44.943765,11.696419,1.033450,2225.352982,-230.679846,-134.316079,2229.791247,156.277773,-128.834956
10016.950303,44.943765,11.696419,1.033450,2262.205635,-246.675083,-374.913489,2266.404041,135.554351,-348.383832
10016.950303,44.943765,11.696419,1.033450,2257.552920,138.426169,-285.331645,2255.050498,-205.340578,-298.635056
10016.950303,44.943765,11.696419,1.033450,2250.575241,-244.349567,-287.203717,2257.176883,129.723455,-280.553621
10016.950303,44.943765,11.696419,1.033450,2244.858689,166.853366,-213.575567,2243.206577,-202.800448,-221.767531
10016.950303,44.943765,11.696419,1.033450,2238.505853,-241.810101,-210.502787,2242.824177,157.930519,-199.338512
10016.950303,44.943765,11.696419,1.033450,2188.614590,411.715845,-38.482488,2203.407452,-237.409213,-33.145538
10016.950303,44.943765,11.696419,1.033450,2272.108201,223.448195,-437.465701,2278.776753,-107.185293,-454.247647
10016.950303,44.943765,11.696419,1.033450,2014.490202,1302.517239,-442.154729,2183.028216,811.658225,-472.986453
10016.950303,44.943765,11.696419,1.033450,2007.082186,1157.135294,-62.227020,2127.051750,776.671039,-66.458514
10016.950303,44.943765,11.696419,1.033450,2096.527798,826.207762,8.865859,1949.595967,1257.941183,5.577669
10016.950303,44.943765,11.696419,1.033450,1963.316796,1254.868481,-43.191837,2120.920342,776.007233,-38.935572
10016.950303,44.943765,11.696419,1.033450,2025.584026,1310.398444,-610.108148,2176.306613,883.941784,-651.955926
10016.950303,44.943765,11.696419,1.033450,2196.434776,818.047411,-778.272313,2032.783091,1304.085733,-717.262099
10016.950303,44.943765,11.696419,1.033450,2035.000343,1300.656249,-758.504847,2199.311109,806.025886,-819.314428
10016.950303,44.943765,11.696419,1.033450,2185.089645,849.484122,-641.269380,2028.553425,1301.597972,-597.515959
10016.950303,44.943765,11.696419,1.033450,2015.689736,1284.256594,-388.418758,2167.226103,848.885485,-413.924890
10016.950303,44.943765,11.696419,1.033450,2181.642417,811.331275,-457.983708,2029.028943,1263.779555,-427.358492
10016.983640,44.985927,11.712033,1.023467,2296.429861,66.956918,-845.612402,2285.782053,-255.874384,-837.771299
10016.983640,44.985927,11.712033,1.023467,2270.814800,431.873934,-836.061836,2296.383470,75.421573,-840.008198
